"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",250
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2792
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",12178
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",8742
,"Bronx County, NY","36005","Unknown or Not Stated","9",241
,"Broome County, NY","36007","Hispanic or Latino","2135-2",126
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1855
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",147
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",1162
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",36
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",413
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",2104
,"Dutchess County, NY","36027","Unknown or Not Stated","9",Suppressed
,"Erie County, NY","36029","Hispanic or Latino","2135-2",739
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",9135
,"Erie County, NY","36029","Unknown or Not Stated","9",42
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",193
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1687
,"Jefferson County, NY","36045","Unknown or Not Stated","9",11
,"Kings County, NY","36047","Hispanic or Latino","2135-2",6967
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",32610
,"Kings County, NY","36047","Unknown or Not Stated","9",1225
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",916
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",7086
,"Monroe County, NY","36055","Unknown or Not Stated","9",Suppressed
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3961
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",10310
,"Nassau County, NY","36059","Unknown or Not Stated","9",58
,"New York County, NY","36061","Hispanic or Latino","2135-2",4466
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",11806
,"New York County, NY","36061","Unknown or Not Stated","9",1315
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",97
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",2041
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",200
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",2296
,"Oneida County, NY","36065","Unknown or Not Stated","9",Suppressed
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",349
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",4890
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",70
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",924
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
,"Orange County, NY","36071","Hispanic or Latino","2135-2",1132
,"Orange County, NY","36071","Not Hispanic or Latino","2186-5",3694
,"Orange County, NY","36071","Unknown or Not Stated","9",167
,"Oswego County, NY","36075","Hispanic or Latino","2135-2",37
,"Oswego County, NY","36075","Not Hispanic or Latino","2186-5",1282
,"Oswego County, NY","36075","Unknown or Not Stated","9",12
,"Queens County, NY","36081","Hispanic or Latino","2135-2",8986
,"Queens County, NY","36081","Not Hispanic or Latino","2186-5",21074
,"Queens County, NY","36081","Unknown or Not Stated","9",317
,"Rensselaer County, NY","36083","Hispanic or Latino","2135-2",126
,"Rensselaer County, NY","36083","Not Hispanic or Latino","2186-5",1593
,"Rensselaer County, NY","36083","Unknown or Not Stated","9",Suppressed
,"Richmond County, NY","36085","Hispanic or Latino","2135-2",1269
,"Richmond County, NY","36085","Not Hispanic or Latino","2186-5",4156
,"Richmond County, NY","36085","Unknown or Not Stated","9",39
,"Rockland County, NY","36087","Hispanic or Latino","2135-2",1051
,"Rockland County, NY","36087","Not Hispanic or Latino","2186-5",4038
,"Rockland County, NY","36087","Unknown or Not Stated","9",351
,"St. Lawrence County, NY","36089","Hispanic or Latino","2135-2",11
,"St. Lawrence County, NY","36089","Not Hispanic or Latino","2186-5",1018
,"St. Lawrence County, NY","36089","Unknown or Not Stated","9",54
,"Saratoga County, NY","36091","Hispanic or Latino","2135-2",83
,"Saratoga County, NY","36091","Not Hispanic or Latino","2186-5",2127
,"Saratoga County, NY","36091","Unknown or Not Stated","9",0
,"Schenectady County, NY","36093","Hispanic or Latino","2135-2",165
,"Schenectady County, NY","36093","Not Hispanic or Latino","2186-5",1604
,"Schenectady County, NY","36093","Unknown or Not Stated","9",Suppressed
,"Suffolk County, NY","36103","Hispanic or Latino","2135-2",5449
,"Suffolk County, NY","36103","Not Hispanic or Latino","2186-5",10090
,"Suffolk County, NY","36103","Unknown or Not Stated","9",20
,"Tompkins County, NY","36109","Hispanic or Latino","2135-2",52
,"Tompkins County, NY","36109","Not Hispanic or Latino","2186-5",734
,"Tompkins County, NY","36109","Unknown or Not Stated","9",Suppressed
,"Ulster County, NY","36111","Hispanic or Latino","2135-2",207
,"Ulster County, NY","36111","Not Hispanic or Latino","2186-5",1269
,"Ulster County, NY","36111","Unknown or Not Stated","9",Suppressed
,"Westchester County, NY","36119","Hispanic or Latino","2135-2",3599
,"Westchester County, NY","36119","Not Hispanic or Latino","2186-5",6583
,"Westchester County, NY","36119","Unknown or Not Stated","9",98
,"Unidentified Counties, NY","36999","Hispanic or Latino","2135-2",983
,"Unidentified Counties, NY","36999","Not Hispanic or Latino","2186-5",17092
