"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Atlantic County, NJ","34001","American Indian or Alaska Native","1002-5",Suppressed
,"Atlantic County, NJ","34001","Asian","A",258
,"Atlantic County, NJ","34001","Black or African American","2054-5",582
,"Atlantic County, NJ","34001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Atlantic County, NJ","34001","White","2106-3",1937
,"Atlantic County, NJ","34001","More than one race","M",54
,"Atlantic County, NJ","34001","Unknown or Not Stated","UNK",0
,"Atlantic County, NJ","34001","Not Available","NA",0
,"Atlantic County, NJ","34001","Not Reported","NR",0
,"Bergen County, NJ","34003","American Indian or Alaska Native","1002-5",Suppressed
,"Bergen County, NJ","34003","Asian","A",2000
,"Bergen County, NJ","34003","Black or African American","2054-5",760
,"Bergen County, NJ","34003","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Bergen County, NJ","34003","White","2106-3",6585
,"Bergen County, NJ","34003","More than one race","M",101
,"Bergen County, NJ","34003","Unknown or Not Stated","UNK",0
,"Bergen County, NJ","34003","Not Available","NA",0
,"Bergen County, NJ","34003","Not Reported","NR",0
,"Burlington County, NJ","34005","American Indian or Alaska Native","1002-5",15
,"Burlington County, NJ","34005","Asian","A",358
,"Burlington County, NJ","34005","Black or African American","2054-5",774
,"Burlington County, NJ","34005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Burlington County, NJ","34005","White","2106-3",3137
,"Burlington County, NJ","34005","More than one race","M",130
,"Burlington County, NJ","34005","Unknown or Not Stated","UNK",0
,"Burlington County, NJ","34005","Not Available","NA",0
,"Burlington County, NJ","34005","Not Reported","NR",0
,"Camden County, NJ","34007","American Indian or Alaska Native","1002-5",12
,"Camden County, NJ","34007","Asian","A",451
,"Camden County, NJ","34007","Black or African American","2054-5",1585
,"Camden County, NJ","34007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Camden County, NJ","34007","White","2106-3",4028
,"Camden County, NJ","34007","More than one race","M",143
,"Camden County, NJ","34007","Unknown or Not Stated","UNK",0
,"Camden County, NJ","34007","Not Available","NA",0
,"Camden County, NJ","34007","Not Reported","NR",0
