"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Cochise County, AZ","04003","American Indian or Alaska Native","1002-5",14
,"Cochise County, AZ","04003","Asian","A",23
,"Cochise County, AZ","04003","Black or African American","2054-5",69
,"Cochise County, AZ","04003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cochise County, AZ","04003","White","2106-3",1386
,"Cochise County, AZ","04003","More than one race","M",33
,"Cochise County, AZ","04003","Unknown or Not Stated","UNK",0
,"Cochise County, AZ","04003","Not Available","NA",0
,"Cochise County, AZ","04003","Not Reported","NR",0
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5",629
,"Coconino County, AZ","04005","Asian","A",27
,"Coconino County, AZ","04005","Black or African American","2054-5",13
,"Coconino County, AZ","04005","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Coconino County, AZ","04005","White","2106-3",899
,"Coconino County, AZ","04005","More than one race","M",44
,"Coconino County, AZ","04005","Unknown or Not Stated","UNK",0
,"Coconino County, AZ","04005","Not Available","NA",0
,"Coconino County, AZ","04005","Not Reported","NR",0
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5",1461
,"Maricopa County, AZ","04013","Asian","A",2562
,"Maricopa County, AZ","04013","Black or African American","2054-5",3665
,"Maricopa County, AZ","04013","Native Hawaiian or Other Pacific Islander","NHOPI",168
,"Maricopa County, AZ","04013","White","2106-3",44827
,"Maricopa County, AZ","04013","More than one race","M",1443
,"Maricopa County, AZ","04013","Unknown or Not Stated","UNK",0
,"Maricopa County, AZ","04013","Not Available","NA",0
,"Maricopa County, AZ","04013","Not Reported","NR",0
,"Mohave County, AZ","04015","American Indian or Alaska Native","1002-5",72
,"Mohave County, AZ","04015","Asian","A",15
,"Mohave County, AZ","04015","Black or African American","2054-5",24
,"Mohave County, AZ","04015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Mohave County, AZ","04015","White","2106-3",1641
,"Mohave County, AZ","04015","More than one race","M",46
,"Mohave County, AZ","04015","Unknown or Not Stated","UNK",0
,"Mohave County, AZ","04015","Not Available","NA",0
,"Mohave County, AZ","04015","Not Reported","NR",0
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5",823
,"Navajo County, AZ","04017","Asian","A",Suppressed
,"Navajo County, AZ","04017","Black or African American","2054-5",Suppressed
,"Navajo County, AZ","04017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Navajo County, AZ","04017","White","2106-3",635
,"Navajo County, AZ","04017","More than one race","M",26
,"Navajo County, AZ","04017","Unknown or Not Stated","UNK",0
,"Navajo County, AZ","04017","Not Available","NA",0
,"Navajo County, AZ","04017","Not Reported","NR",0
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5",496
,"Pima County, AZ","04019","Asian","A",391
,"Pima County, AZ","04019","Black or African American","2054-5",517
,"Pima County, AZ","04019","Native Hawaiian or Other Pacific Islander","NHOPI",43
,"Pima County, AZ","04019","White","2106-3",9632
,"Pima County, AZ","04019","More than one race","M",342
,"Pima County, AZ","04019","Unknown or Not Stated","UNK",0
,"Pima County, AZ","04019","Not Available","NA",0
,"Pima County, AZ","04019","Not Reported","NR",0
,"Pinal County, AZ","04021","American Indian or Alaska Native","1002-5",307
,"Pinal County, AZ","04021","Asian","A",70
,"Pinal County, AZ","04021","Black or African American","2054-5",207
,"Pinal County, AZ","04021","Native Hawaiian or Other Pacific Islander","NHOPI",19
,"Pinal County, AZ","04021","White","2106-3",3675
,"Pinal County, AZ","04021","More than one race","M",192
,"Pinal County, AZ","04021","Unknown or Not Stated","UNK",0
,"Pinal County, AZ","04021","Not Available","NA",0
,"Pinal County, AZ","04021","Not Reported","NR",0
,"Yavapai County, AZ","04025","American Indian or Alaska Native","1002-5",51
,"Yavapai County, AZ","04025","Asian","A",23
,"Yavapai County, AZ","04025","Black or African American","2054-5",15
,"Yavapai County, AZ","04025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Yavapai County, AZ","04025","White","2106-3",1752
,"Yavapai County, AZ","04025","More than one race","M",25
,"Yavapai County, AZ","04025","Unknown or Not Stated","UNK",0
,"Yavapai County, AZ","04025","Not Available","NA",0
,"Yavapai County, AZ","04025","Not Reported","NR",0
,"Yuma County, AZ","04027","American Indian or Alaska Native","1002-5",40
,"Yuma County, AZ","04027","Asian","A",26
,"Yuma County, AZ","04027","Black or African American","2054-5",44
,"Yuma County, AZ","04027","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Yuma County, AZ","04027","White","2106-3",2859
,"Yuma County, AZ","04027","More than one race","M",38
,"Yuma County, AZ","04027","Unknown or Not Stated","UNK",0
,"Yuma County, AZ","04027","Not Available","NA",0
,"Yuma County, AZ","04027","Not Reported","NR",0
,"Unidentified Counties, AZ","04999","American Indian or Alaska Native","1002-5",1182
,"Unidentified Counties, AZ","04999","Asian","A",18
,"Unidentified Counties, AZ","04999","Black or African American","2054-5",11
