"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Baldwin County, AL","01003","American Indian or Alaska Native","1002-5",13
,"Baldwin County, AL","01003","Asian","A",20
,"Baldwin County, AL","01003","Black or African American","2054-5",259
,"Baldwin County, AL","01003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Baldwin County, AL","01003","White","2106-3",1985
,"Baldwin County, AL","01003","More than one race","M",44
,"Baldwin County, AL","01003","Unknown or Not Stated","UNK",0
,"Baldwin County, AL","01003","Not Available","NA",0
,"Baldwin County, AL","01003","Not Reported","NR",0
,"Calhoun County, AL","01015","American Indian or Alaska Native","1002-5",Suppressed
,"Calhoun County, AL","01015","Asian","A",Suppressed
,"Calhoun County, AL","01015","Black or African American","2054-5",368
,"Calhoun County, AL","01015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Calhoun County, AL","01015","White","2106-3",918
,"Calhoun County, AL","01015","More than one race","M",40
,"Calhoun County, AL","01015","Unknown or Not Stated","UNK",0
,"Calhoun County, AL","01015","Not Available","NA",0
,"Calhoun County, AL","01015","Not Reported","NR",0
,"Etowah County, AL","01055","American Indian or Alaska Native","1002-5",Suppressed
,"Etowah County, AL","01055","Asian","A",12
,"Etowah County, AL","01055","Black or African American","2054-5",237
,"Etowah County, AL","01055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Etowah County, AL","01055","White","2106-3",939
,"Etowah County, AL","01055","More than one race","M",18
,"Etowah County, AL","01055","Unknown or Not Stated","UNK",0
,"Etowah County, AL","01055","Not Available","NA",0
,"Etowah County, AL","01055","Not Reported","NR",0
,"Houston County, AL","01069","American Indian or Alaska Native","1002-5",0
,"Houston County, AL","01069","Asian","A",23
,"Houston County, AL","01069","Black or African American","2054-5",465
,"Houston County, AL","01069","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Houston County, AL","01069","White","2106-3",788
,"Houston County, AL","01069","More than one race","M",17
,"Houston County, AL","01069","Unknown or Not Stated","UNK",0
,"Houston County, AL","01069","Not Available","NA",0
,"Houston County, AL","01069","Not Reported","NR",0
,"Jefferson County, AL","01073","American Indian or Alaska Native","1002-5",10
,"Jefferson County, AL","01073","Asian","A",201
,"Jefferson County, AL","01073","Black or African American","2054-5",3959
,"Jefferson County, AL","01073","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Jefferson County, AL","01073","White","2106-3",4405
,"Jefferson County, AL","01073","More than one race","M",121
,"Jefferson County, AL","01073","Unknown or Not Stated","UNK",0
,"Jefferson County, AL","01073","Not Available","NA",0
,"Jefferson County, AL","01073","Not Reported","NR",0
,"Lee County, AL","01081","American Indian or Alaska Native","1002-5",Suppressed
,"Lee County, AL","01081","Asian","A",81
,"Lee County, AL","01081","Black or African American","2054-5",498
,"Lee County, AL","01081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lee County, AL","01081","White","2106-3",1297
,"Lee County, AL","01081","More than one race","M",17
,"Lee County, AL","01081","Unknown or Not Stated","UNK",0
,"Lee County, AL","01081","Not Available","NA",0
,"Lee County, AL","01081","Not Reported","NR",0
,"Madison County, AL","01089","American Indian or Alaska Native","1002-5",10
,"Madison County, AL","01089","Asian","A",124
,"Madison County, AL","01089","Black or African American","2054-5",1256
,"Madison County, AL","01089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Madison County, AL","01089","White","2106-3",2768
,"Madison County, AL","01089","More than one race","M",89
,"Madison County, AL","01089","Unknown or Not Stated","UNK",0
,"Madison County, AL","01089","Not Available","NA",0
,"Madison County, AL","01089","Not Reported","NR",0
,"Mobile County, AL","01097","American Indian or Alaska Native","1002-5",46
,"Mobile County, AL","01097","Asian","A",133
,"Mobile County, AL","01097","Black or African American","2054-5",2422
,"Mobile County, AL","01097","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Mobile County, AL","01097","White","2106-3",2916
,"Mobile County, AL","01097","More than one race","M",87
,"Mobile County, AL","01097","Unknown or Not Stated","UNK",0
,"Mobile County, AL","01097","Not Available","NA",0
,"Mobile County, AL","01097","Not Reported","NR",0
,"Montgomery County, AL","01101","American Indian or Alaska Native","1002-5",0
,"Montgomery County, AL","01101","Asian","A",86
,"Montgomery County, AL","01101","Black or African American","2054-5",2105
,"Montgomery County, AL","01101","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Montgomery County, AL","01101","White","2106-3",926
,"Montgomery County, AL","01101","More than one race","M",47
,"Montgomery County, AL","01101","Unknown or Not Stated","UNK",0
,"Montgomery County, AL","01101","Not Available","NA",0
,"Montgomery County, AL","01101","Not Reported","NR",0
,"Morgan County, AL","01103","American Indian or Alaska Native","1002-5",Suppressed
,"Morgan County, AL","01103","Asian","A",18
,"Morgan County, AL","01103","Black or African American","2054-5",260
,"Morgan County, AL","01103","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Morgan County, AL","01103","White","2106-3",1117
