"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, CO","08001","Under 15 years","15",Suppressed
,"Adams County, CO","08001","15-19 years","15-19",389
,"Adams County, CO","08001","20-24 years","20-24",1276
,"Adams County, CO","08001","25-29 years","25-29",1951
,"Adams County, CO","08001","30-34 years","30-34",1879
,"Adams County, CO","08001","35-39 years","35-39",923
,"Adams County, CO","08001","40-44 years","40-44",178
,"Adams County, CO","08001","45-49 years","45-49",11
,"Adams County, CO","08001","50 years and over","50+",0
,"Arapahoe County, CO","08005","Under 15 years","15",Suppressed
,"Arapahoe County, CO","08005","15-19 years","15-19",244
,"Arapahoe County, CO","08005","20-24 years","20-24",1218
,"Arapahoe County, CO","08005","25-29 years","25-29",2112
,"Arapahoe County, CO","08005","30-34 years","30-34",2437
,"Arapahoe County, CO","08005","35-39 years","35-39",1270
,"Arapahoe County, CO","08005","40-44 years","40-44",269
,"Arapahoe County, CO","08005","45-49 years","45-49",18
,"Arapahoe County, CO","08005","50 years and over","50+",Suppressed
,"Boulder County, CO","08013","Under 15 years","15",0
,"Boulder County, CO","08013","15-19 years","15-19",87
,"Boulder County, CO","08013","20-24 years","20-24",259
,"Boulder County, CO","08013","25-29 years","25-29",512
,"Boulder County, CO","08013","30-34 years","30-34",955
,"Boulder County, CO","08013","35-39 years","35-39",671
,"Boulder County, CO","08013","40-44 years","40-44",133
,"Boulder County, CO","08013","45-49 years","45-49",10
,"Boulder County, CO","08013","50 years and over","50+",0
,"Denver County, CO","08031","Under 15 years","15",Suppressed
,"Denver County, CO","08031","15-19 years","15-19",419
,"Denver County, CO","08031","20-24 years","20-24",1384
,"Denver County, CO","08031","25-29 years","25-29",2241
,"Denver County, CO","08031","30-34 years","30-34",3236
,"Denver County, CO","08031","35-39 years","35-39",1888
,"Denver County, CO","08031","40-44 years","40-44",384
,"Denver County, CO","08031","45-49 years","45-49",33
,"Denver County, CO","08031","50 years and over","50+",Suppressed
,"Douglas County, CO","08035","Under 15 years","15",0
,"Douglas County, CO","08035","15-19 years","15-19",37
,"Douglas County, CO","08035","20-24 years","20-24",249
,"Douglas County, CO","08035","25-29 years","25-29",815
,"Douglas County, CO","08035","30-34 years","30-34",1367
,"Douglas County, CO","08035","35-39 years","35-39",748
,"Douglas County, CO","08035","40-44 years","40-44",139
,"Douglas County, CO","08035","45-49 years","45-49",11
,"Douglas County, CO","08035","50 years and over","50+",Suppressed
,"El Paso County, CO","08041","Under 15 years","15",Suppressed
,"El Paso County, CO","08041","15-19 years","15-19",418
,"El Paso County, CO","08041","20-24 years","20-24",2144
,"El Paso County, CO","08041","25-29 years","25-29",3078
,"El Paso County, CO","08041","30-34 years","30-34",2504
,"El Paso County, CO","08041","35-39 years","35-39",1142
,"El Paso County, CO","08041","40-44 years","40-44",191
,"El Paso County, CO","08041","45-49 years","45-49",15
,"El Paso County, CO","08041","50 years and over","50+",0
,"Jefferson County, CO","08059","Under 15 years","15",Suppressed
,"Jefferson County, CO","08059","15-19 years","15-19",168
,"Jefferson County, CO","08059","20-24 years","20-24",647
,"Jefferson County, CO","08059","25-29 years","25-29",1481
,"Jefferson County, CO","08059","30-34 years","30-34",2082
,"Jefferson County, CO","08059","35-39 years","35-39",1212
,"Jefferson County, CO","08059","40-44 years","40-44",220
,"Jefferson County, CO","08059","45-49 years","45-49",Suppressed
,"Jefferson County, CO","08059","50 years and over","50+",0
,"Larimer County, CO","08069","Under 15 years","15",Suppressed
,"Larimer County, CO","08069","15-19 years","15-19",94
,"Larimer County, CO","08069","20-24 years","20-24",476
,"Larimer County, CO","08069","25-29 years","25-29",944
,"Larimer County, CO","08069","30-34 years","30-34",1141
,"Larimer County, CO","08069","35-39 years","35-39",555
,"Larimer County, CO","08069","40-44 years","40-44",96
,"Larimer County, CO","08069","45-49 years","45-49",Suppressed
,"Larimer County, CO","08069","50 years and over","50+",Suppressed
,"Mesa County, CO","08077","Under 15 years","15",0
,"Mesa County, CO","08077","15-19 years","15-19",115
,"Mesa County, CO","08077","20-24 years","20-24",377
