"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",238
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2842
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",11771
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",8681
,"Bronx County, NY","36005","Unknown or Not Stated","9",136
,"Broome County, NY","36007","Hispanic or Latino","2135-2",101
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1875
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",160
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",1155
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",29
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",466
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",2138
,"Dutchess County, NY","36027","Unknown or Not Stated","9",0
,"Erie County, NY","36029","Hispanic or Latino","2135-2",738
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",9082
,"Erie County, NY","36029","Unknown or Not Stated","9",50
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",240
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1758
,"Jefferson County, NY","36045","Unknown or Not Stated","9",11
,"Kings County, NY","36047","Hispanic or Latino","2135-2",6396
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",32092
,"Kings County, NY","36047","Unknown or Not Stated","9",704
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",1021
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",6872
,"Monroe County, NY","36055","Unknown or Not Stated","9",0
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3900
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",10263
,"Nassau County, NY","36059","Unknown or Not Stated","9",15
,"New York County, NY","36061","Hispanic or Latino","2135-2",4326
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",12771
,"New York County, NY","36061","Unknown or Not Stated","9",407
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",107
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",2004
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",208
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",2346
,"Oneida County, NY","36065","Unknown or Not Stated","9",Suppressed
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",377
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",4674
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",93
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",889
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
