"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",257
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2549
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",10378
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",7393
,"Bronx County, NY","36005","Unknown or Not Stated","9",80
,"Broome County, NY","36007","Hispanic or Latino","2135-2",155
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1632
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",147
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",1056
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",36
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",538
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",2023
,"Dutchess County, NY","36027","Unknown or Not Stated","9",Suppressed
,"Erie County, NY","36029","Hispanic or Latino","2135-2",720
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",8730
,"Erie County, NY","36029","Unknown or Not Stated","9",Suppressed
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",210
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1566
,"Jefferson County, NY","36045","Unknown or Not Stated","9",18
,"Kings County, NY","36047","Hispanic or Latino","2135-2",5593
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",27831
,"Kings County, NY","36047","Unknown or Not Stated","9",1018
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",1038
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",6484
,"Monroe County, NY","36055","Unknown or Not Stated","9",0
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3475
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",9782
,"Nassau County, NY","36059","Unknown or Not Stated","9",37
,"New York County, NY","36061","Hispanic or Latino","2135-2",3499
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",10899
,"New York County, NY","36061","Unknown or Not Stated","9",357
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",112
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",1863
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",240
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",2138
,"Oneida County, NY","36065","Unknown or Not Stated","9",Suppressed
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",385
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",4475
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",71
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",868
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
,"Orange County, NY","36071","Hispanic or Latino","2135-2",1235
,"Orange County, NY","36071","Not Hispanic or Latino","2186-5",3958
,"Orange County, NY","36071","Unknown or Not Stated","9",38
,"Oswego County, NY","36075","Hispanic or Latino","2135-2",40
,"Oswego County, NY","36075","Not Hispanic or Latino","2186-5",1116
,"Oswego County, NY","36075","Unknown or Not Stated","9",12
,"Queens County, NY","36081","Hispanic or Latino","2135-2",7604
,"Queens County, NY","36081","Not Hispanic or Latino","2186-5",16836
,"Queens County, NY","36081","Unknown or Not Stated","9",195
,"Rensselaer County, NY","36083","Hispanic or Latino","2135-2",135
,"Rensselaer County, NY","36083","Not Hispanic or Latino","2186-5",1439
,"Rensselaer County, NY","36083","Unknown or Not Stated","9",Suppressed
,"Richmond County, NY","36085","Hispanic or Latino","2135-2",1181
,"Richmond County, NY","36085","Not Hispanic or Latino","2186-5",3745
,"Richmond County, NY","36085","Unknown or Not Stated","9",32
,"Rockland County, NY","36087","Hispanic or Latino","2135-2",1069
,"Rockland County, NY","36087","Not Hispanic or Latino","2186-5",4600
,"Rockland County, NY","36087","Unknown or Not Stated","9",59
,"St. Lawrence County, NY","36089","Hispanic or Latino","2135-2",21
,"St. Lawrence County, NY","36089","Not Hispanic or Latino","2186-5",914
,"St. Lawrence County, NY","36089","Unknown or Not Stated","9",59
,"Saratoga County, NY","36091","Hispanic or Latino","2135-2",85
,"Saratoga County, NY","36091","Not Hispanic or Latino","2186-5",1874
,"Saratoga County, NY","36091","Unknown or Not Stated","9",Suppressed
,"Schenectady County, NY","36093","Hispanic or Latino","2135-2",157
,"Schenectady County, NY","36093","Not Hispanic or Latino","2186-5",1637
,"Schenectady County, NY","36093","Unknown or Not Stated","9",0
,"Suffolk County, NY","36103","Hispanic or Latino","2135-2",4834
,"Suffolk County, NY","36103","Not Hispanic or Latino","2186-5",9894
,"Suffolk County, NY","36103","Unknown or Not Stated","9",14
,"Tompkins County, NY","36109","Hispanic or Latino","2135-2",57
,"Tompkins County, NY","36109","Not Hispanic or Latino","2186-5",605
,"Tompkins County, NY","36109","Unknown or Not Stated","9",Suppressed
,"Ulster County, NY","36111","Hispanic or Latino","2135-2",220
,"Ulster County, NY","36111","Not Hispanic or Latino","2186-5",1242
,"Ulster County, NY","36111","Unknown or Not Stated","9",14
,"Westchester County, NY","36119","Hispanic or Latino","2135-2",3331
,"Westchester County, NY","36119","Not Hispanic or Latino","2186-5",6260
,"Westchester County, NY","36119","Unknown or Not Stated","9",27
,"Unidentified Counties, NY","36999","Hispanic or Latino","2135-2",1117
,"Unidentified Counties, NY","36999","Not Hispanic or Latino","2186-5",15772
,"Unidentified Counties, NY","36999","Unknown or Not Stated","9",226
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 11:01:13 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
