"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",330
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2364
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",9480
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",6786
,"Bronx County, NY","36005","Unknown or Not Stated","9",81
,"Broome County, NY","36007","Hispanic or Latino","2135-2",182
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1515
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",166
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",991
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",64
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",580
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",1948
,"Dutchess County, NY","36027","Unknown or Not Stated","9",Suppressed
,"Erie County, NY","36029","Hispanic or Latino","2135-2",749
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",7957
,"Erie County, NY","36029","Unknown or Not Stated","9",34
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",193
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1409
,"Jefferson County, NY","36045","Unknown or Not Stated","9",25
,"Kings County, NY","36047","Hispanic or Latino","2135-2",5818
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",26835
,"Kings County, NY","36047","Unknown or Not Stated","9",444
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",1045
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",6109
,"Monroe County, NY","36055","Unknown or Not Stated","9",Suppressed
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3550
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",9821
,"Nassau County, NY","36059","Unknown or Not Stated","9",92
,"New York County, NY","36061","Hispanic or Latino","2135-2",3874
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",9574
,"New York County, NY","36061","Unknown or Not Stated","9",85
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",109
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",1723
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
