"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, CO","08001","Under 15 years","15",Suppressed
,"Adams County, CO","08001","15-19 years","15-19",270
,"Adams County, CO","08001","20-24 years","20-24",1081
,"Adams County, CO","08001","25-29 years","25-29",1810
,"Adams County, CO","08001","30-34 years","30-34",1933
,"Adams County, CO","08001","35-39 years","35-39",1003
,"Adams County, CO","08001","40-44 years","40-44",219
,"Adams County, CO","08001","45-49 years","45-49",14
,"Adams County, CO","08001","50 years and over","50+",Suppressed
,"Arapahoe County, CO","08005","Under 15 years","15",Suppressed
,"Arapahoe County, CO","08005","15-19 years","15-19",230
,"Arapahoe County, CO","08005","20-24 years","20-24",1061
,"Arapahoe County, CO","08005","25-29 years","25-29",1946
,"Arapahoe County, CO","08005","30-34 years","30-34",2438
,"Arapahoe County, CO","08005","35-39 years","35-39",1472
,"Arapahoe County, CO","08005","40-44 years","40-44",330
,"Arapahoe County, CO","08005","45-49 years","45-49",23
,"Arapahoe County, CO","08005","50 years and over","50+",Suppressed
,"Boulder County, CO","08013","Under 15 years","15",Suppressed
,"Boulder County, CO","08013","15-19 years","15-19",66
,"Boulder County, CO","08013","20-24 years","20-24",214
,"Boulder County, CO","08013","25-29 years","25-29",387
,"Boulder County, CO","08013","30-34 years","30-34",810
,"Boulder County, CO","08013","35-39 years","35-39",678
,"Boulder County, CO","08013","40-44 years","40-44",138
,"Boulder County, CO","08013","45-49 years","45-49",10
,"Boulder County, CO","08013","50 years and over","50+",Suppressed
,"Denver County, CO","08031","Under 15 years","15",Suppressed
,"Denver County, CO","08031","15-19 years","15-19",342
,"Denver County, CO","08031","20-24 years","20-24",1238
,"Denver County, CO","08031","25-29 years","25-29",1776
,"Denver County, CO","08031","30-34 years","30-34",2970
,"Denver County, CO","08031","35-39 years","35-39",1986
,"Denver County, CO","08031","40-44 years","40-44",391
,"Denver County, CO","08031","45-49 years","45-49",31
,"Denver County, CO","08031","50 years and over","50+",Suppressed
,"Douglas County, CO","08035","Under 15 years","15",0
,"Douglas County, CO","08035","15-19 years","15-19",31
,"Douglas County, CO","08035","20-24 years","20-24",203
,"Douglas County, CO","08035","25-29 years","25-29",929
,"Douglas County, CO","08035","30-34 years","30-34",1614
,"Douglas County, CO","08035","35-39 years","35-39",883
,"Douglas County, CO","08035","40-44 years","40-44",176
,"Douglas County, CO","08035","45-49 years","45-49",12
,"Douglas County, CO","08035","50 years and over","50+",Suppressed
,"El Paso County, CO","08041","Under 15 years","15",0
,"El Paso County, CO","08041","15-19 years","15-19",254
,"El Paso County, CO","08041","20-24 years","20-24",1724
,"El Paso County, CO","08041","25-29 years","25-29",2755
,"El Paso County, CO","08041","30-34 years","30-34",2583
,"El Paso County, CO","08041","35-39 years","35-39",1284
,"El Paso County, CO","08041","40-44 years","40-44",248
,"El Paso County, CO","08041","45-49 years","45-49",13
,"El Paso County, CO","08041","50 years and over","50+",Suppressed
,"Jefferson County, CO","08059","Under 15 years","15",Suppressed
,"Jefferson County, CO","08059","15-19 years","15-19",86
,"Jefferson County, CO","08059","20-24 years","20-24",451
,"Jefferson County, CO","08059","25-29 years","25-29",988
,"Jefferson County, CO","08059","30-34 years","30-34",2058
,"Jefferson County, CO","08059","35-39 years","35-39",1395
,"Jefferson County, CO","08059","40-44 years","40-44",262
,"Jefferson County, CO","08059","45-49 years","45-49",18
