"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Fairfield County, CT","09001","American Indian or Alaska Native","1002-5",92
,"Fairfield County, CT","09001","Asian","A",541
,"Fairfield County, CT","09001","Black or African American","2054-5",1412
,"Fairfield County, CT","09001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fairfield County, CT","09001","White","2106-3",7741
,"Fairfield County, CT","09001","More than one race","M",358
,"Fairfield County, CT","09001","Unknown or Not Stated","UNK",0
,"Fairfield County, CT","09001","Not Available","NA",0
,"Fairfield County, CT","09001","Not Reported","NR",0
,"Hartford County, CT","09003","American Indian or Alaska Native","1002-5",26
,"Hartford County, CT","09003","Asian","A",656
,"Hartford County, CT","09003","Black or African American","2054-5",1751
,"Hartford County, CT","09003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hartford County, CT","09003","White","2106-3",6027
,"Hartford County, CT","09003","More than one race","M",261
,"Hartford County, CT","09003","Unknown or Not Stated","UNK",0
,"Hartford County, CT","09003","Not Available","NA",0
,"Hartford County, CT","09003","Not Reported","NR",0
,"Litchfield County, CT","09005","American Indian or Alaska Native","1002-5",10
,"Litchfield County, CT","09005","Asian","A",45
,"Litchfield County, CT","09005","Black or African American","2054-5",62
,"Litchfield County, CT","09005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Litchfield County, CT","09005","White","2106-3",1286
,"Litchfield County, CT","09005","More than one race","M",36
,"Litchfield County, CT","09005","Unknown or Not Stated","UNK",0
,"Litchfield County, CT","09005","Not Available","NA",0
,"Litchfield County, CT","09005","Not Reported","NR",0
,"Middlesex County, CT","09007","American Indian or Alaska Native","1002-5",Suppressed
,"Middlesex County, CT","09007","Asian","A",61
,"Middlesex County, CT","09007","Black or African American","2054-5",109
,"Middlesex County, CT","09007","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Middlesex County, CT","09007","White","2106-3",1082
,"Middlesex County, CT","09007","More than one race","M",42
,"Middlesex County, CT","09007","Unknown or Not Stated","UNK",0
,"Middlesex County, CT","09007","Not Available","NA",0
,"Middlesex County, CT","09007","Not Reported","NR",0
,"New Haven County, CT","09009","American Indian or Alaska Native","1002-5",138
,"New Haven County, CT","09009","Asian","A",422
,"New Haven County, CT","09009","Black or African American","2054-5",1631
,"New Haven County, CT","09009","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"New Haven County, CT","09009","White","2106-3",5821
,"New Haven County, CT","09009","More than one race","M",298
,"New Haven County, CT","09009","Unknown or Not Stated","UNK",0
,"New Haven County, CT","09009","Not Available","NA",0
,"New Haven County, CT","09009","Not Reported","NR",0
,"New London County, CT","09011","American Indian or Alaska Native","1002-5",20
,"New London County, CT","09011","Asian","A",99
