"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Fairfield County, CT","09001","American Indian or Alaska Native","1002-5",53
,"Fairfield County, CT","09001","Asian","A",615
,"Fairfield County, CT","09001","Black or African American","2054-5",1468
,"Fairfield County, CT","09001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fairfield County, CT","09001","White","2106-3",7914
,"Fairfield County, CT","09001","More than one race","M",181
,"Fairfield County, CT","09001","Unknown or Not Stated","UNK",0
,"Fairfield County, CT","09001","Not Available","NA",0
,"Fairfield County, CT","09001","Not Reported","NR",0
,"Hartford County, CT","09003","American Indian or Alaska Native","1002-5",26
,"Hartford County, CT","09003","Asian","A",686
,"Hartford County, CT","09003","Black or African American","2054-5",1815
,"Hartford County, CT","09003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hartford County, CT","09003","White","2106-3",6276
,"Hartford County, CT","09003","More than one race","M",233
,"Hartford County, CT","09003","Unknown or Not Stated","UNK",0
,"Hartford County, CT","09003","Not Available","NA",0
,"Hartford County, CT","09003","Not Reported","NR",0
,"Litchfield County, CT","09005","American Indian or Alaska Native","1002-5",Suppressed
,"Litchfield County, CT","09005","Asian","A",28
,"Litchfield County, CT","09005","Black or African American","2054-5",69
,"Litchfield County, CT","09005","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Litchfield County, CT","09005","White","2106-3",1379
,"Litchfield County, CT","09005","More than one race","M",26
,"Litchfield County, CT","09005","Unknown or Not Stated","UNK",0
,"Litchfield County, CT","09005","Not Available","NA",0
,"Litchfield County, CT","09005","Not Reported","NR",0
,"Middlesex County, CT","09007","American Indian or Alaska Native","1002-5",Suppressed
,"Middlesex County, CT","09007","Asian","A",56
,"Middlesex County, CT","09007","Black or African American","2054-5",96
,"Middlesex County, CT","09007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Middlesex County, CT","09007","White","2106-3",1175
,"Middlesex County, CT","09007","More than one race","M",41
,"Middlesex County, CT","09007","Unknown or Not Stated","UNK",0
,"Middlesex County, CT","09007","Not Available","NA",0
,"Middlesex County, CT","09007","Not Reported","NR",0
,"New Haven County, CT","09009","American Indian or Alaska Native","1002-5",147
,"New Haven County, CT","09009","Asian","A",407
,"New Haven County, CT","09009","Black or African American","2054-5",1812
,"New Haven County, CT","09009","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"New Haven County, CT","09009","White","2106-3",6077
,"New Haven County, CT","09009","More than one race","M",279
,"New Haven County, CT","09009","Unknown or Not Stated","UNK",0
,"New Haven County, CT","09009","Not Available","NA",0
