"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Cochise County, AZ","04003","American Indian or Alaska Native","1002-5",10
,"Cochise County, AZ","04003","Asian","A",17
,"Cochise County, AZ","04003","Black or African American","2054-5",42
,"Cochise County, AZ","04003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cochise County, AZ","04003","White","2106-3",1121
,"Cochise County, AZ","04003","More than one race","M",48
,"Cochise County, AZ","04003","Unknown or Not Stated","UNK",0
,"Cochise County, AZ","04003","Not Available","NA",0
,"Cochise County, AZ","04003","Not Reported","NR",0
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5",471
,"Coconino County, AZ","04005","Asian","A",30
,"Coconino County, AZ","04005","Black or African American","2054-5",19
,"Coconino County, AZ","04005","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Coconino County, AZ","04005","White","2106-3",733
,"Coconino County, AZ","04005","More than one race","M",47
,"Coconino County, AZ","04005","Unknown or Not Stated","UNK",0
,"Coconino County, AZ","04005","Not Available","NA",0
,"Coconino County, AZ","04005","Not Reported","NR",0
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5",1200
,"Maricopa County, AZ","04013","Asian","A",2261
,"Maricopa County, AZ","04013","Black or African American","2054-5",4043
,"Maricopa County, AZ","04013","Native Hawaiian or Other Pacific Islander","NHOPI",190
,"Maricopa County, AZ","04013","White","2106-3",41011
,"Maricopa County, AZ","04013","More than one race","M",1639
,"Maricopa County, AZ","04013","Unknown or Not Stated","UNK",0
,"Maricopa County, AZ","04013","Not Available","NA",0
,"Maricopa County, AZ","04013","Not Reported","NR",0
,"Mohave County, AZ","04015","American Indian or Alaska Native","1002-5",71
,"Mohave County, AZ","04015","Asian","A",32
,"Mohave County, AZ","04015","Black or African American","2054-5",21
,"Mohave County, AZ","04015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Mohave County, AZ","04015","White","2106-3",1641
,"Mohave County, AZ","04015","More than one race","M",39
,"Mohave County, AZ","04015","Unknown or Not Stated","UNK",0
,"Mohave County, AZ","04015","Not Available","NA",0
,"Mohave County, AZ","04015","Not Reported","NR",0
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5",585
,"Navajo County, AZ","04017","Asian","A",Suppressed
,"Navajo County, AZ","04017","Black or African American","2054-5",11
,"Navajo County, AZ","04017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Navajo County, AZ","04017","White","2106-3",569
,"Navajo County, AZ","04017","More than one race","M",33
,"Navajo County, AZ","04017","Unknown or Not Stated","UNK",0
,"Navajo County, AZ","04017","Not Available","NA",0
,"Navajo County, AZ","04017","Not Reported","NR",0
,"Pima County, AZ","04019","American Indian or Alaska Native","1002-5",348
,"Pima County, AZ","04019","Asian","A",293
,"Pima County, AZ","04019","Black or African American","2054-5",480
,"Pima County, AZ","04019","Native Hawaiian or Other Pacific Islander","NHOPI",36
,"Pima County, AZ","04019","White","2106-3",8458
,"Pima County, AZ","04019","More than one race","M",374
,"Pima County, AZ","04019","Unknown or Not Stated","UNK",0
,"Pima County, AZ","04019","Not Available","NA",0
,"Pima County, AZ","04019","Not Reported","NR",0
,"Pinal County, AZ","04021","American Indian or Alaska Native","1002-5",292
,"Pinal County, AZ","04021","Asian","A",79
,"Pinal County, AZ","04021","Black or African American","2054-5",255
,"Pinal County, AZ","04021","Native Hawaiian or Other Pacific Islander","NHOPI",19
,"Pinal County, AZ","04021","White","2106-3",3983
,"Pinal County, AZ","04021","More than one race","M",217
,"Pinal County, AZ","04021","Unknown or Not Stated","UNK",0
,"Pinal County, AZ","04021","Not Available","NA",0
,"Pinal County, AZ","04021","Not Reported","NR",0
,"Yavapai County, AZ","04025","American Indian or Alaska Native","1002-5",59
,"Yavapai County, AZ","04025","Asian","A",19
,"Yavapai County, AZ","04025","Black or African American","2054-5",21
