"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, CO","08001","Under 15 years","15",Suppressed
,"Adams County, CO","08001","15-19 years","15-19",263
,"Adams County, CO","08001","20-24 years","20-24",1116
,"Adams County, CO","08001","25-29 years","25-29",1814
,"Adams County, CO","08001","30-34 years","30-34",1870
,"Adams County, CO","08001","35-39 years","35-39",990
,"Adams County, CO","08001","40-44 years","40-44",198
,"Adams County, CO","08001","45-49 years","45-49",12
,"Adams County, CO","08001","50 years and over","50+",Suppressed
,"Arapahoe County, CO","08005","Under 15 years","15",Suppressed
,"Arapahoe County, CO","08005","15-19 years","15-19",216
,"Arapahoe County, CO","08005","20-24 years","20-24",1140
,"Arapahoe County, CO","08005","25-29 years","25-29",1977
,"Arapahoe County, CO","08005","30-34 years","30-34",2561
,"Arapahoe County, CO","08005","35-39 years","35-39",1435
,"Arapahoe County, CO","08005","40-44 years","40-44",317
,"Arapahoe County, CO","08005","45-49 years","45-49",22
,"Arapahoe County, CO","08005","50 years and over","50+",Suppressed
,"Boulder County, CO","08013","Under 15 years","15",0
,"Boulder County, CO","08013","15-19 years","15-19",53
,"Boulder County, CO","08013","20-24 years","20-24",229
,"Boulder County, CO","08013","25-29 years","25-29",428
,"Boulder County, CO","08013","30-34 years","30-34",870
,"Boulder County, CO","08013","35-39 years","35-39",665
,"Boulder County, CO","08013","40-44 years","40-44",163
,"Boulder County, CO","08013","45-49 years","45-49",14
,"Boulder County, CO","08013","50 years and over","50+",Suppressed
,"Denver County, CO","08031","Under 15 years","15",Suppressed
,"Denver County, CO","08031","15-19 years","15-19",279
,"Denver County, CO","08031","20-24 years","20-24",1143
,"Denver County, CO","08031","25-29 years","25-29",1831
,"Denver County, CO","08031","30-34 years","30-34",2933
,"Denver County, CO","08031","35-39 years","35-39",1997
,"Denver County, CO","08031","40-44 years","40-44",434
,"Denver County, CO","08031","45-49 years","45-49",27
,"Denver County, CO","08031","50 years and over","50+",Suppressed
,"Douglas County, CO","08035","Under 15 years","15",Suppressed
,"Douglas County, CO","08035","15-19 years","15-19",35
,"Douglas County, CO","08035","20-24 years","20-24",234
,"Douglas County, CO","08035","25-29 years","25-29",873
,"Douglas County, CO","08035","30-34 years","30-34",1586
,"Douglas County, CO","08035","35-39 years","35-39",946
,"Douglas County, CO","08035","40-44 years","40-44",174
,"Douglas County, CO","08035","45-49 years","45-49",12
,"Douglas County, CO","08035","50 years and over","50+",Suppressed
,"El Paso County, CO","08041","Under 15 years","15",Suppressed
,"El Paso County, CO","08041","15-19 years","15-19",329
,"El Paso County, CO","08041","20-24 years","20-24",1900
,"El Paso County, CO","08041","25-29 years","25-29",2785
,"El Paso County, CO","08041","30-34 years","30-34",2663
,"El Paso County, CO","08041","35-39 years","35-39",1176
,"El Paso County, CO","08041","40-44 years","40-44",223
,"El Paso County, CO","08041","45-49 years","45-49",17
,"El Paso County, CO","08041","50 years and over","50+",Suppressed
,"Jefferson County, CO","08059","Under 15 years","15",Suppressed
,"Jefferson County, CO","08059","15-19 years","15-19",100
,"Jefferson County, CO","08059","20-24 years","20-24",468
,"Jefferson County, CO","08059","25-29 years","25-29",1016
,"Jefferson County, CO","08059","30-34 years","30-34",2237
,"Jefferson County, CO","08059","35-39 years","35-39",1343
,"Jefferson County, CO","08059","40-44 years","40-44",259
,"Jefferson County, CO","08059","45-49 years","45-49",20
,"Jefferson County, CO","08059","50 years and over","50+",Suppressed
,"Larimer County, CO","08069","Under 15 years","15",Suppressed
,"Larimer County, CO","08069","15-19 years","15-19",70
,"Larimer County, CO","08069","20-24 years","20-24",328
,"Larimer County, CO","08069","25-29 years","25-29",803
,"Larimer County, CO","08069","30-34 years","30-34",1105
,"Larimer County, CO","08069","35-39 years","35-39",628
,"Larimer County, CO","08069","40-44 years","40-44",118
,"Larimer County, CO","08069","45-49 years","45-49",Suppressed
,"Larimer County, CO","08069","50 years and over","50+",Suppressed
,"Mesa County, CO","08077","Under 15 years","15",Suppressed
,"Mesa County, CO","08077","15-19 years","15-19",86
,"Mesa County, CO","08077","20-24 years","20-24",277
,"Mesa County, CO","08077","25-29 years","25-29",458
,"Mesa County, CO","08077","30-34 years","30-34",388
,"Mesa County, CO","08077","35-39 years","35-39",181
,"Mesa County, CO","08077","40-44 years","40-44",23
,"Mesa County, CO","08077","45-49 years","45-49",0
,"Mesa County, CO","08077","50 years and over","50+",0
,"Pueblo County, CO","08101","Under 15 years","15",Suppressed
,"Pueblo County, CO","08101","15-19 years","15-19",98
,"Pueblo County, CO","08101","20-24 years","20-24",462
,"Pueblo County, CO","08101","25-29 years","25-29",540
,"Pueblo County, CO","08101","30-34 years","30-34",400
