"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",339
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2390
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",9845
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",7176
,"Bronx County, NY","36005","Unknown or Not Stated","9",52
,"Broome County, NY","36007","Hispanic or Latino","2135-2",127
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1564
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",169
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",939
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",46
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",545
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",2081
,"Dutchess County, NY","36027","Unknown or Not Stated","9",Suppressed
,"Erie County, NY","36029","Hispanic or Latino","2135-2",755
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",8332
,"Erie County, NY","36029","Unknown or Not Stated","9",11
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",242
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1511
,"Jefferson County, NY","36045","Unknown or Not Stated","9",15
,"Kings County, NY","36047","Hispanic or Latino","2135-2",5989
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",27110
,"Kings County, NY","36047","Unknown or Not Stated","9",497
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",1014
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",6420
,"Monroe County, NY","36055","Unknown or Not Stated","9",0
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3585
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",10117
,"Nassau County, NY","36059","Unknown or Not Stated","9",61
,"New York County, NY","36061","Hispanic or Latino","2135-2",3458
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",9860
,"New York County, NY","36061","Unknown or Not Stated","9",80
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",114
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",1848
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",250
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",1944
,"Oneida County, NY","36065","Unknown or Not Stated","9",Suppressed
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",335
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",4297
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",103
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",894
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
,"Orange County, NY","36071","Hispanic or Latino","2135-2",1358
,"Orange County, NY","36071","Not Hispanic or Latino","2186-5",4091
,"Orange County, NY","36071","Unknown or Not Stated","9",19
,"Oswego County, NY","36075","Hispanic or Latino","2135-2",34
,"Oswego County, NY","36075","Not Hispanic or Latino","2186-5",1068
,"Oswego County, NY","36075","Unknown or Not Stated","9",13
,"Queens County, NY","36081","Hispanic or Latino","2135-2",8191
,"Queens County, NY","36081","Not Hispanic or Latino","2186-5",15677
,"Queens County, NY","36081","Unknown or Not Stated","9",118
,"Rensselaer County, NY","36083","Hispanic or Latino","2135-2",132
,"Rensselaer County, NY","36083","Not Hispanic or Latino","2186-5",1370
,"Rensselaer County, NY","36083","Unknown or Not Stated","9",Suppressed
,"Richmond County, NY","36085","Hispanic or Latino","2135-2",1213
,"Richmond County, NY","36085","Not Hispanic or Latino","2186-5",3753
,"Richmond County, NY","36085","Unknown or Not Stated","9",35
,"Rockland County, NY","36087","Hispanic or Latino","2135-2",1299
,"Rockland County, NY","36087","Not Hispanic or Latino","2186-5",5073
,"Rockland County, NY","36087","Unknown or Not Stated","9",37
,"St. Lawrence County, NY","36089","Hispanic or Latino","2135-2",23
,"St. Lawrence County, NY","36089","Not Hispanic or Latino","2186-5",805
,"St. Lawrence County, NY","36089","Unknown or Not Stated","9",68
,"Saratoga County, NY","36091","Hispanic or Latino","2135-2",112
,"Saratoga County, NY","36091","Not Hispanic or Latino","2186-5",1936
,"Saratoga County, NY","36091","Unknown or Not Stated","9",Suppressed
,"Schenectady County, NY","36093","Hispanic or Latino","2135-2",168
,"Schenectady County, NY","36093","Not Hispanic or Latino","2186-5",1585
,"Schenectady County, NY","36093","Unknown or Not Stated","9",0
,"Suffolk County, NY","36103","Hispanic or Latino","2135-2",5440
,"Suffolk County, NY","36103","Not Hispanic or Latino","2186-5",10648
,"Suffolk County, NY","36103","Unknown or Not Stated","9",17
,"Tompkins County, NY","36109","Hispanic or Latino","2135-2",57
,"Tompkins County, NY","36109","Not Hispanic or Latino","2186-5",579
,"Tompkins County, NY","36109","Unknown or Not Stated","9",Suppressed
,"Ulster County, NY","36111","Hispanic or Latino","2135-2",274
,"Ulster County, NY","36111","Not Hispanic or Latino","2186-5",1246
,"Ulster County, NY","36111","Unknown or Not Stated","9",Suppressed
,"Westchester County, NY","36119","Hispanic or Latino","2135-2",3714
,"Westchester County, NY","36119","Not Hispanic or Latino","2186-5",6186
,"Westchester County, NY","36119","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, NY","36999","Hispanic or Latino","2135-2",1246
,"Unidentified Counties, NY","36999","Not Hispanic or Latino","2186-5",15750
,"Unidentified Counties, NY","36999","Unknown or Not Stated","9",284
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2022"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 7:10:24 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 7:10:24 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"5. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"6. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"7. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"8. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
