"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Albany County, NY","36001","Hispanic or Latino","2135-2",379
,"Albany County, NY","36001","Not Hispanic or Latino","2186-5",2391
,"Albany County, NY","36001","Unknown or Not Stated","9",Suppressed
,"Bronx County, NY","36005","Hispanic or Latino","2135-2",9489
,"Bronx County, NY","36005","Not Hispanic or Latino","2186-5",6774
,"Bronx County, NY","36005","Unknown or Not Stated","9",69
,"Broome County, NY","36007","Hispanic or Latino","2135-2",165
,"Broome County, NY","36007","Not Hispanic or Latino","2186-5",1543
,"Broome County, NY","36007","Unknown or Not Stated","9",Suppressed
,"Chautauqua County, NY","36013","Hispanic or Latino","2135-2",162
,"Chautauqua County, NY","36013","Not Hispanic or Latino","2186-5",945
,"Chautauqua County, NY","36013","Unknown or Not Stated","9",44
,"Dutchess County, NY","36027","Hispanic or Latino","2135-2",627
,"Dutchess County, NY","36027","Not Hispanic or Latino","2186-5",2010
,"Dutchess County, NY","36027","Unknown or Not Stated","9",Suppressed
,"Erie County, NY","36029","Hispanic or Latino","2135-2",820
,"Erie County, NY","36029","Not Hispanic or Latino","2186-5",7918
,"Erie County, NY","36029","Unknown or Not Stated","9",24
,"Jefferson County, NY","36045","Hispanic or Latino","2135-2",211
,"Jefferson County, NY","36045","Not Hispanic or Latino","2186-5",1311
,"Jefferson County, NY","36045","Unknown or Not Stated","9",18
,"Kings County, NY","36047","Hispanic or Latino","2135-2",5979
,"Kings County, NY","36047","Not Hispanic or Latino","2186-5",26829
,"Kings County, NY","36047","Unknown or Not Stated","9",373
,"Monroe County, NY","36055","Hispanic or Latino","2135-2",983
,"Monroe County, NY","36055","Not Hispanic or Latino","2186-5",5986
,"Monroe County, NY","36055","Unknown or Not Stated","9",Suppressed
,"Nassau County, NY","36059","Hispanic or Latino","2135-2",3502
,"Nassau County, NY","36059","Not Hispanic or Latino","2186-5",9959
,"Nassau County, NY","36059","Unknown or Not Stated","9",64
,"New York County, NY","36061","Hispanic or Latino","2135-2",4131
,"New York County, NY","36061","Not Hispanic or Latino","2186-5",10261
,"New York County, NY","36061","Unknown or Not Stated","9",116
,"Niagara County, NY","36063","Hispanic or Latino","2135-2",119
,"Niagara County, NY","36063","Not Hispanic or Latino","2186-5",1696
,"Niagara County, NY","36063","Unknown or Not Stated","9",Suppressed
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",235
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",1925
,"Oneida County, NY","36065","Unknown or Not Stated","9",15
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",401
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",3955
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",97
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",869
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
,"Orange County, NY","36071","Hispanic or Latino","2135-2",1537
,"Orange County, NY","36071","Not Hispanic or Latino","2186-5",4092
,"Orange County, NY","36071","Unknown or Not Stated","9",60
,"Oswego County, NY","36075","Hispanic or Latino","2135-2",54
,"Oswego County, NY","36075","Not Hispanic or Latino","2186-5",1059
,"Oswego County, NY","36075","Unknown or Not Stated","9",18
,"Queens County, NY","36081","Hispanic or Latino","2135-2",8749
,"Queens County, NY","36081","Not Hispanic or Latino","2186-5",15241
,"Queens County, NY","36081","Unknown or Not Stated","9",183
,"Rensselaer County, NY","36083","Hispanic or Latino","2135-2",156
,"Rensselaer County, NY","36083","Not Hispanic or Latino","2186-5",1325
,"Rensselaer County, NY","36083","Unknown or Not Stated","9",Suppressed
,"Richmond County, NY","36085","Hispanic or Latino","2135-2",1174
,"Richmond County, NY","36085","Not Hispanic or Latino","2186-5",3808
,"Richmond County, NY","36085","Unknown or Not Stated","9",Suppressed
,"Rockland County, NY","36087","Hispanic or Latino","2135-2",1464
,"Rockland County, NY","36087","Not Hispanic or Latino","2186-5",5360
,"Rockland County, NY","36087","Unknown or Not Stated","9",159
,"St. Lawrence County, NY","36089","Hispanic or Latino","2135-2",23
,"St. Lawrence County, NY","36089","Not Hispanic or Latino","2186-5",878
,"St. Lawrence County, NY","36089","Unknown or Not Stated","9",68
,"Saratoga County, NY","36091","Hispanic or Latino","2135-2",129
,"Saratoga County, NY","36091","Not Hispanic or Latino","2186-5",1843
,"Saratoga County, NY","36091","Unknown or Not Stated","9",Suppressed
,"Schenectady County, NY","36093","Hispanic or Latino","2135-2",156
,"Schenectady County, NY","36093","Not Hispanic or Latino","2186-5",1534
,"Schenectady County, NY","36093","Unknown or Not Stated","9",Suppressed
,"Suffolk County, NY","36103","Hispanic or Latino","2135-2",5793
,"Suffolk County, NY","36103","Not Hispanic or Latino","2186-5",9925
,"Suffolk County, NY","36103","Unknown or Not Stated","9",17
,"Tompkins County, NY","36109","Hispanic or Latino","2135-2",45
,"Tompkins County, NY","36109","Not Hispanic or Latino","2186-5",566
,"Tompkins County, NY","36109","Unknown or Not Stated","9",Suppressed
,"Ulster County, NY","36111","Hispanic or Latino","2135-2",278
,"Ulster County, NY","36111","Not Hispanic or Latino","2186-5",1160
,"Ulster County, NY","36111","Unknown or Not Stated","9",0
,"Westchester County, NY","36119","Hispanic or Latino","2135-2",3707
,"Westchester County, NY","36119","Not Hispanic or Latino","2186-5",6072
,"Westchester County, NY","36119","Unknown or Not Stated","9",15
,"Unidentified Counties, NY","36999","Hispanic or Latino","2135-2",1333
,"Unidentified Counties, NY","36999","Not Hispanic or Latino","2186-5",14814
,"Unidentified Counties, NY","36999","Unknown or Not Stated","9",262
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2024"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 4:58:38 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 4:58:38 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"5. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"6. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"7. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"8. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
