"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Atlantic County, NJ","34001","American Indian or Alaska Native","1002-5",Suppressed
,"Atlantic County, NJ","34001","Asian","A",221
,"Atlantic County, NJ","34001","Black or African American","2054-5",614
,"Atlantic County, NJ","34001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Atlantic County, NJ","34001","White","2106-3",1933
,"Atlantic County, NJ","34001","More than one race","M",67
,"Atlantic County, NJ","34001","Unknown or Not Stated","UNK",0
,"Atlantic County, NJ","34001","Not Available","NA",0
,"Atlantic County, NJ","34001","Not Reported","NR",0
,"Bergen County, NJ","34003","American Indian or Alaska Native","1002-5",17
,"Bergen County, NJ","34003","Asian","A",1725
,"Bergen County, NJ","34003","Black or African American","2054-5",734
,"Bergen County, NJ","34003","Native Hawaiian or Other Pacific Islander","NHOPI",13
,"Bergen County, NJ","34003","White","2106-3",6413
,"Bergen County, NJ","34003","More than one race","M",104
,"Bergen County, NJ","34003","Unknown or Not Stated","UNK",0
,"Bergen County, NJ","34003","Not Available","NA",0
,"Bergen County, NJ","34003","Not Reported","NR",0
,"Burlington County, NJ","34005","American Indian or Alaska Native","1002-5",13
,"Burlington County, NJ","34005","Asian","A",355
,"Burlington County, NJ","34005","Black or African American","2054-5",897
,"Burlington County, NJ","34005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Burlington County, NJ","34005","White","2106-3",3021
,"Burlington County, NJ","34005","More than one race","M",125
,"Burlington County, NJ","34005","Unknown or Not Stated","UNK",0
,"Burlington County, NJ","34005","Not Available","NA",0
,"Burlington County, NJ","34005","Not Reported","NR",0
,"Camden County, NJ","34007","American Indian or Alaska Native","1002-5",15
,"Camden County, NJ","34007","Asian","A",395
,"Camden County, NJ","34007","Black or African American","2054-5",1536
,"Camden County, NJ","34007","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Camden County, NJ","34007","White","2106-3",4013
,"Camden County, NJ","34007","More than one race","M",152
,"Camden County, NJ","34007","Unknown or Not Stated","UNK",0
,"Camden County, NJ","34007","Not Available","NA",0
,"Camden County, NJ","34007","Not Reported","NR",0
,"Cumberland County, NJ","34011","American Indian or Alaska Native","1002-5",10
,"Cumberland County, NJ","34011","Asian","A",35
,"Cumberland County, NJ","34011","Black or African American","2054-5",473
,"Cumberland County, NJ","34011","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Cumberland County, NJ","34011","White","2106-3",1253
,"Cumberland County, NJ","34011","More than one race","M",61
,"Cumberland County, NJ","34011","Unknown or Not Stated","UNK",0
,"Cumberland County, NJ","34011","Not Available","NA",0
,"Cumberland County, NJ","34011","Not Reported","NR",0
,"Essex County, NJ","34013","American Indian or Alaska Native","1002-5",52
,"Essex County, NJ","34013","Asian","A",553
,"Essex County, NJ","34013","Black or African American","2054-5",4425
,"Essex County, NJ","34013","Native Hawaiian or Other Pacific Islander","NHOPI",17
,"Essex County, NJ","34013","White","2106-3",4763
,"Essex County, NJ","34013","More than one race","M",107
,"Essex County, NJ","34013","Unknown or Not Stated","UNK",0
,"Essex County, NJ","34013","Not Available","NA",0
,"Essex County, NJ","34013","Not Reported","NR",0
,"Gloucester County, NJ","34015","American Indian or Alaska Native","1002-5",10
,"Gloucester County, NJ","34015","Asian","A",105
,"Gloucester County, NJ","34015","Black or African American","2054-5",387
,"Gloucester County, NJ","34015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Gloucester County, NJ","34015","White","2106-3",2352
,"Gloucester County, NJ","34015","More than one race","M",67
,"Gloucester County, NJ","34015","Unknown or Not Stated","UNK",0
,"Gloucester County, NJ","34015","Not Available","NA",0
,"Gloucester County, NJ","34015","Not Reported","NR",0
,"Hudson County, NJ","34017","American Indian or Alaska Native","1002-5",15
,"Hudson County, NJ","34017","Asian","A",2540
,"Hudson County, NJ","34017","Black or African American","2054-5",1132
,"Hudson County, NJ","34017","Native Hawaiian or Other Pacific Islander","NHOPI",41
,"Hudson County, NJ","34017","White","2106-3",6127
,"Hudson County, NJ","34017","More than one race","M",120
,"Hudson County, NJ","34017","Unknown or Not Stated","UNK",0
,"Hudson County, NJ","34017","Not Available","NA",0
,"Hudson County, NJ","34017","Not Reported","NR",0
,"Hunterdon County, NJ","34019","American Indian or Alaska Native","1002-5",0
,"Hunterdon County, NJ","34019","Asian","A",52
,"Hunterdon County, NJ","34019","Black or African American","2054-5",24
,"Hunterdon County, NJ","34019","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Hunterdon County, NJ","34019","White","2106-3",916
,"Hunterdon County, NJ","34019","More than one race","M",Suppressed
,"Hunterdon County, NJ","34019","Unknown or Not Stated","UNK",0
,"Hunterdon County, NJ","34019","Not Available","NA",0
,"Hunterdon County, NJ","34019","Not Reported","NR",0
,"Mercer County, NJ","34021","American Indian or Alaska Native","1002-5",Suppressed
,"Mercer County, NJ","34021","Asian","A",466
,"Mercer County, NJ","34021","Black or African American","2054-5",1119
,"Mercer County, NJ","34021","Native Hawaiian or Other Pacific Islander","NHOPI",13
,"Mercer County, NJ","34021","White","2106-3",2427
,"Mercer County, NJ","34021","More than one race","M",70
,"Mercer County, NJ","34021","Unknown or Not Stated","UNK",0
,"Mercer County, NJ","34021","Not Available","NA",0
,"Mercer County, NJ","34021","Not Reported","NR",0
,"Middlesex County, NJ","34023","American Indian or Alaska Native","1002-5",10
,"Middlesex County, NJ","34023","Asian","A",2462
,"Middlesex County, NJ","34023","Black or African American","2054-5",1130
,"Middlesex County, NJ","34023","Native Hawaiian or Other Pacific Islander","NHOPI",18
,"Middlesex County, NJ","34023","White","2106-3",4789
,"Middlesex County, NJ","34023","More than one race","M",107
,"Middlesex County, NJ","34023","Unknown or Not Stated","UNK",0
,"Middlesex County, NJ","34023","Not Available","NA",0
,"Middlesex County, NJ","34023","Not Reported","NR",0
,"Monmouth County, NJ","34025","American Indian or Alaska Native","1002-5",Suppressed
,"Monmouth County, NJ","34025","Asian","A",285
,"Monmouth County, NJ","34025","Black or African American","2054-5",510
,"Monmouth County, NJ","34025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monmouth County, NJ","34025","White","2106-3",4797
,"Monmouth County, NJ","34025","More than one race","M",63
,"Monmouth County, NJ","34025","Unknown or Not Stated","UNK",0
,"Monmouth County, NJ","34025","Not Available","NA",0
,"Monmouth County, NJ","34025","Not Reported","NR",0
,"Morris County, NJ","34027","American Indian or Alaska Native","1002-5",Suppressed
,"Morris County, NJ","34027","Asian","A",591
,"Morris County, NJ","34027","Black or African American","2054-5",197
,"Morris County, NJ","34027","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Morris County, NJ","34027","White","2106-3",3652
,"Morris County, NJ","34027","More than one race","M",37
,"Morris County, NJ","34027","Unknown or Not Stated","UNK",0
,"Morris County, NJ","34027","Not Available","NA",0
,"Morris County, NJ","34027","Not Reported","NR",0
,"Ocean County, NJ","34029","American Indian or Alaska Native","1002-5",Suppressed
,"Ocean County, NJ","34029","Asian","A",119
,"Ocean County, NJ","34029","Black or African American","2054-5",234
,"Ocean County, NJ","34029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ocean County, NJ","34029","White","2106-3",8612
,"Ocean County, NJ","34029","More than one race","M",59
,"Ocean County, NJ","34029","Unknown or Not Stated","UNK",0
,"Ocean County, NJ","34029","Not Available","NA",0
,"Ocean County, NJ","34029","Not Reported","NR",0
,"Passaic County, NJ","34031","American Indian or Alaska Native","1002-5",28
,"Passaic County, NJ","34031","Asian","A",417
,"Passaic County, NJ","34031","Black or African American","2054-5",1050
,"Passaic County, NJ","34031","Native Hawaiian or Other Pacific Islander","NHOPI",29
,"Passaic County, NJ","34031","White","2106-3",4810
,"Passaic County, NJ","34031","More than one race","M",60
,"Passaic County, NJ","34031","Unknown or Not Stated","UNK",0
,"Passaic County, NJ","34031","Not Available","NA",0
,"Passaic County, NJ","34031","Not Reported","NR",0
,"Somerset County, NJ","34035","American Indian or Alaska Native","1002-5",Suppressed
,"Somerset County, NJ","34035","Asian","A",664
,"Somerset County, NJ","34035","Black or African American","2054-5",357
,"Somerset County, NJ","34035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Somerset County, NJ","34035","White","2106-3",1991
,"Somerset County, NJ","34035","More than one race","M",41
