"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Cochise County, AZ","04003","American Indian or Alaska Native","1002-5",17
,"Cochise County, AZ","04003","Asian","A",23
,"Cochise County, AZ","04003","Black or African American","2054-5",51
,"Cochise County, AZ","04003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cochise County, AZ","04003","White","2106-3",1197
,"Cochise County, AZ","04003","More than one race","M",45
,"Cochise County, AZ","04003","Unknown or Not Stated","UNK",0
,"Cochise County, AZ","04003","Not Available","NA",0
,"Cochise County, AZ","04003","Not Reported","NR",0
,"Coconino County, AZ","04005","American Indian or Alaska Native","1002-5",553
,"Coconino County, AZ","04005","Asian","A",28
,"Coconino County, AZ","04005","Black or African American","2054-5",14
,"Coconino County, AZ","04005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Coconino County, AZ","04005","White","2106-3",730
,"Coconino County, AZ","04005","More than one race","M",40
,"Coconino County, AZ","04005","Unknown or Not Stated","UNK",0
,"Coconino County, AZ","04005","Not Available","NA",0
,"Coconino County, AZ","04005","Not Reported","NR",0
,"Maricopa County, AZ","04013","American Indian or Alaska Native","1002-5",1322
,"Maricopa County, AZ","04013","Asian","A",2411
,"Maricopa County, AZ","04013","Black or African American","2054-5",4129
,"Maricopa County, AZ","04013","Native Hawaiian or Other Pacific Islander","NHOPI",190
,"Maricopa County, AZ","04013","White","2106-3",41506
,"Maricopa County, AZ","04013","More than one race","M",1607
,"Maricopa County, AZ","04013","Unknown or Not Stated","UNK",0
,"Maricopa County, AZ","04013","Not Available","NA",0
,"Maricopa County, AZ","04013","Not Reported","NR",0
,"Mohave County, AZ","04015","American Indian or Alaska Native","1002-5",59
,"Mohave County, AZ","04015","Asian","A",25
,"Mohave County, AZ","04015","Black or African American","2054-5",26
,"Mohave County, AZ","04015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Mohave County, AZ","04015","White","2106-3",1583
,"Mohave County, AZ","04015","More than one race","M",36
,"Mohave County, AZ","04015","Unknown or Not Stated","UNK",0
,"Mohave County, AZ","04015","Not Available","NA",0
,"Mohave County, AZ","04015","Not Reported","NR",0
,"Navajo County, AZ","04017","American Indian or Alaska Native","1002-5",716
,"Navajo County, AZ","04017","Asian","A",12
,"Navajo County, AZ","04017","Black or African American","2054-5",Suppressed
,"Navajo County, AZ","04017","Native Hawaiian or Other Pacific Islander","NHOPI",0
